"id";"submitdate";"lastpage";"startlanguage";"seed";"token";"Q1";"Q2";"Q3";"Q4";"Q5";"Q6";"Q7";"Q8";"Q9";"Q10";"Q11";"Q12"
"445";"1980-01-01 00:00:00";"2";"en";"1630979596";"er1tO119CHFvLpz";"Agree Strongly";"Agree Moderately";"Agree Slightly";"Prefer Not To Answer";"Agree Slightly";"Prefer Not To Answer";"Prefer Not To Answer";"No";"Medium Experience";"No";"Female";"Full Professor"
"446";"1980-01-01 00:00:00";"2";"en";"1208662058";"H6OxAoifLHakaE8";"Agree Strongly";"Agree Moderately";"Agree Moderately";"Agree Moderately";"Agree Moderately";"Prefer Not To Answer";"Agree Slightly";"Yes";"High Experience";"Yes";"Male";"Lecturer"
"447";"1980-01-01 00:00:00";"2";"en";"89432846";"87DmbBkFFKIE09C";"Agree Strongly";"Agree Slightly";"Agree Slightly";"Agree Slightly";"Agree Slightly";"Disagree Strongly";"Disagree Strongly";"Yes";"High Experience";"Yes";"Female";"Associate Professor"
"448";"1980-01-01 00:00:00";"2";"en";"1643749586";"bJvSyWGNa5nI6Ot";"Agree Moderately";"Agree Slightly";"Agree Moderately";"Agree Moderately";"Agree Moderately";"Agree Slightly";"Agree Slightly";"No";"Medium Experience";"No";"Male";"Research Associate"
"450";"1980-01-01 00:00:00";"2";"en";"35334855";"icIL8w7JrIhXhf5";"Agree Strongly";"Agree Moderately";"Disagree Slightly";"Prefer Not To Answer";"Disagree Slightly";"Prefer Not To Answer";"Prefer Not To Answer";"Yes";"High Experience";"Yes";"Male";"Lecturer"
"451";"1980-01-01 00:00:00";"2";"en";"257533190";"tmgJQ94YRPd6a6L";"Agree Moderately";"Disagree Moderately";"Agree Moderately";"Agree Moderately";"Disagree Slightly";"Prefer Not To Answer";"Agree Moderately";"Yes";"Medium Experience";"Yes";"Male";"Research Associate"
"453";"1980-01-01 00:00:00";"2";"en";"754960746";"B9lGK10waGUxyuR";"Agree Strongly";"Prefer Not To Answer";"Agree Moderately";"Agree Moderately";"Agree Moderately";"Prefer Not To Answer";"Agree Slightly";"Yes";"High Experience";"Yes";"Male";"Full Professor"
"454";"1980-01-01 00:00:00";"2";"en";"1636725467";"KFWpLoJHcs65Aej";"Agree Slightly";"Prefer Not To Answer";"Disagree Slightly";"Prefer Not To Answer";"Agree Slightly";"Prefer Not To Answer";"Disagree Slightly";"Yes";"Medium Experience";"Yes";"Male";"Research Associate"
"456";"1980-01-01 00:00:00";"2";"en";"1176537419";"zbnfed6r6zRRAF9";"Agree Slightly";"Disagree Moderately";"Agree Slightly";"Prefer Not To Answer";"Agree Slightly";"Agree Strongly";"Agree Slightly";"Yes";"Medium Experience";"Yes";"Male";"Associate Professor"
"457";"1980-01-01 00:00:00";"2";"en";"556967446";"Hl181WPU7XG5yQK";"Agree Strongly";"Agree Moderately";"Agree Slightly";"Agree Moderately";"Agree Moderately";"Agree Moderately";"Agree Strongly";"Yes";"High Experience";"Yes";"Female";"Full Professor"
"460";"1980-01-01 00:00:00";"2";"en";"1435047749";"xtbfQioaCtaPqTf";"Agree Moderately";"Agree Moderately";"Agree Strongly";"Agree Moderately";"Agree Slightly";"Agree Moderately";"Agree Moderately";"Yes";"High Experience";"Yes";"Male";"Full Professor"
"462";"1980-01-01 00:00:00";"2";"en";"450981863";"WuzBionymwUH11O";"Agree Strongly";"Agree Moderately";"Agree Strongly";"Agree Moderately";"Agree Slightly";"Agree Strongly";"Agree Strongly";"No";"High Experience";"Yes";"Male";"Full Professor"
"463";"1980-01-01 00:00:00";"2";"en";"2101914297";"WIiMIQv0Hgkgd9Z";"Agree Moderately";"Agree Strongly";"Agree Strongly";"Agree Strongly";"Agree Strongly";"Agree Moderately";"Agree Moderately";"Yes";"Medium Experience";"Yes";"Female";"Research Associate"
"465";"1980-01-01 00:00:00";"2";"en";"1323527969";"YaxU21fxa09CRZj";"Agree Strongly";"Agree Strongly";"Disagree Slightly";"Prefer Not To Answer";"Disagree Slightly";"Prefer Not To Answer";"Prefer Not To Answer";"No";"Medium Experience";"No";"Male";"Lecturer"
"467";"1980-01-01 00:00:00";"2";"en";"1814293173";"ANsOKaXA5BTf3QD";"Agree Moderately";"Agree Strongly";"Agree Moderately";"Agree Strongly";"Agree Moderately";"Agree Slightly";"Prefer Not To Answer";"Yes";"High Experience";"Yes";"Female";"Research Associate"
"469";"1980-01-01 00:00:00";"2";"en";"1450714449";"CJLoPRabdZPldZh";"Agree Strongly";"Agree Moderately";"Disagree Moderately";"Agree Slightly";"Disagree Slightly";"Prefer Not To Answer";"Disagree Slightly";"Yes";"High Experience";"Yes";"Male";"Full Professor"
"471";"1980-01-01 00:00:00";"2";"en";"222285595";"3kwfEjGW0yz1ghm";"Agree Strongly";"Agree Moderately";"Agree Slightly";"Agree Moderately";"Agree Slightly";"Disagree Slightly";"Agree Moderately";"Yes";"High Experience";"Yes";"Male";"Assistant Professor"
"472";"1980-01-01 00:00:00";"2";"en";"2101302970";"WS7ApzGAQsjawLa";"Agree Strongly";"Agree Moderately";"Agree Strongly";"Agree Strongly";"Agree Slightly";"Prefer Not To Answer";"Agree Slightly";"Yes";"High Experience";"No";"Male";"Associate Professor"
"473";"1980-01-01 00:00:00";"2";"en";"928058941";"3sdCRGCVYcD81mr";"Agree Strongly";"Agree Strongly";"Agree Moderately";"Agree Moderately";"Agree Moderately";"Agree Strongly";"Agree Moderately";"Yes";"High Experience";"Yes";"Female";"Associate Professor"
"474";"1980-01-01 00:00:00";"2";"en";"284535053";"tVtHw5nmErlboXr";"Disagree Moderately";"Agree Strongly";"Disagree Strongly";"Disagree Strongly";"Disagree Strongly";"Disagree Strongly";"Disagree Strongly";"No";"High Experience";"No";"Female";"Full Professor"
"475";"1980-01-01 00:00:00";"2";"en";"738485370";"SiM1Nc7yc4S8nCy";"Agree Strongly";"Agree Strongly";"Agree Slightly";"Agree Slightly";"Agree Strongly";"Prefer Not To Answer";"Prefer Not To Answer";"No";"High Experience";"Yes";"Female";"Full Professor"
"476";"1980-01-01 00:00:00";"2";"en";"1200985393";"3ue7IjaD4fzj1Gp";"Agree Strongly";"Agree Moderately";"Agree Moderately";"Agree Moderately";"Agree Slightly";"Disagree Moderately";"Agree Moderately";"No";"Medium Experience";"Yes";"Male";"Associate Professor"
"477";"1980-01-01 00:00:00";"2";"en";"620708554";"DQIXsWyaM9rVRCv";"Agree Strongly";"Agree Slightly";"Agree Moderately";"Agree Moderately";"Agree Strongly";"Agree Strongly";"Agree Moderately";"Yes";"High Experience";"Yes";"Male";"Full Professor"
"480";"1980-01-01 00:00:00";"2";"en";"1476220430";"8qeQZN4ucp9w8ds";"Agree Strongly";"Agree Moderately";"Disagree Slightly";"Agree Strongly";"Agree Strongly";"Agree Slightly";"Agree Slightly";"Yes";"Medium Experience";"Yes";"Male";"PhD. Student"
"483";"1980-01-01 00:00:00";"2";"en";"692590624";"ZIPzjFQsSVzHISX";"Agree Strongly";"Agree Slightly";"Agree Moderately";"Agree Moderately";"Agree Slightly";"Disagree Moderately";"Agree Strongly";"Yes";"High Experience";"No";"Male";"Associate Professor"
"484";"1980-01-01 00:00:00";"2";"en";"1223035294";"DQxSfjMFviqcSpJ";"Agree Moderately";"Disagree Moderately";"Agree Slightly";"Agree Moderately";"Agree Moderately";"Prefer Not To Answer";"Agree Slightly";"No";"Medium Experience";"Yes";"Male";"Full Professor"
"485";"1980-01-01 00:00:00";"2";"en";"1309254977";"EupaoHH5ta4L7OD";"Agree Strongly";"Prefer Not To Answer";"Disagree Strongly";"Agree Moderately";"Disagree Strongly";"Agree Moderately";"Agree Moderately";"Prefer Not To Answer";"Medium Experience";"Prefer Not To Answer";"Prefer Not To Answer";"Prefer Not To Answer"
"486";"1980-01-01 00:00:00";"2";"en";"831568970";"ZtdRFWNYqeU5F0U";"Disagree Slightly";"Agree Strongly";"Agree Strongly";"Agree Moderately";"Agree Strongly";"Agree Strongly";"Agree Strongly";"Yes";"High Experience";"Yes";"Male";"Associate Professor"
"489";"1980-01-01 00:00:00";"2";"en";"1369243054";"S487a1D9rN8wfoR";"Agree Moderately";"Prefer Not To Answer";"Agree Moderately";"Agree Strongly";"Agree Moderately";"Prefer Not To Answer";"Agree Moderately";"Yes";"High Experience";"Yes";"Male";"PhD. Student"
"490";"1980-01-01 00:00:00";"2";"en";"965947959";"gyAzQJnfxaxGT9d";"Agree Moderately";"Agree Slightly";"Agree Moderately";"Agree Moderately";"Agree Slightly";"Prefer Not To Answer";"Disagree Slightly";"No";"High Experience";"Yes";"Female";"Full Professor"
"492";"1980-01-01 00:00:00";"2";"en";"444980660";"vYyDsWy2fcBUlLF";"Agree Strongly";"Disagree Slightly";"Agree Moderately";"Agree Moderately";"Agree Moderately";"Agree Strongly";"Agree Slightly";"Yes";"High Experience";"Yes";"Male";"Full Professor"
"494";"1980-01-01 00:00:00";"2";"en";"758355234";"hB8jFn7zYbEHZ7j";"Agree Strongly";"Agree Slightly";"Disagree Strongly";"Agree Strongly";"Agree Strongly";"Prefer Not To Answer";"Prefer Not To Answer";"No";"High Experience";"No";"Female";"Full Professor"
"495";"1980-01-01 00:00:00";"2";"en";"460816064";"Uc4DP4I7zM5S2Ub";"Agree Strongly";"Agree Moderately";"Agree Moderately";"Agree Moderately";"Agree Moderately";"Agree Moderately";"Agree Moderately";"No";"High Experience";"No";"Female";"Full Professor"
"496";"1980-01-01 00:00:00";"2";"en";"119107978";"4zgham17RoOUGLM";"Agree Slightly";"Agree Strongly";"Agree Slightly";"Agree Moderately";"Agree Moderately";"Disagree Slightly";"Agree Slightly";"No";"Low Experience";"No";"Female";"PostDoctoral"
"497";"1980-01-01 00:00:00";"2";"en";"671762368";"Crle29q7T8aLQHx";"Agree Strongly";"Agree Moderately";"Agree Strongly";"Agree Strongly";"Disagree Strongly";"Agree Moderately";"Agree Slightly";"Yes";"High Experience";"Yes";"Male";"Full Professor"
"498";"1980-01-01 00:00:00";"2";"en";"1650448173";"fySmhUNfmAHP8Ba";"Disagree Slightly";"Agree Slightly";"Agree Moderately";"Agree Slightly";"Agree Slightly";"Prefer Not To Answer";"Disagree Slightly";"Yes";"High Experience";"Yes";"Male";"Research Associate"
"499";"1980-01-01 00:00:00";"2";"en";"1674185441";"TSuaXmhOTvnB2YG";"Agree Strongly";"Agree Strongly";"Disagree Strongly";"Disagree Strongly";"Disagree Strongly";"Disagree Strongly";"Disagree Moderately";"Yes";"Medium Experience";"Yes";"Female";"Full Professor"
"500";"1980-01-01 00:00:00";"2";"en";"1310973230";"3TLs50B49dZOYHc";"Agree Moderately";"Agree Strongly";"Agree Strongly";"Agree Strongly";"Agree Moderately";"Agree Strongly";"Agree Slightly";"Yes";"High Experience";"Yes";"Male";"PostDoctoral"
"501";"1980-01-01 00:00:00";"2";"en";"1436737370";"7caQ2VGmatLLBjt";"Agree Moderately";"Agree Strongly";"Disagree Slightly";"Agree Slightly";"Disagree Slightly";"Agree Slightly";"Agree Slightly";"Yes";"High Experience";"Yes";"Male";"Full Professor"
"503";"1980-01-01 00:00:00";"2";"en";"1596011268";"XgfmdxozhwuzICk";"Agree Strongly";"Agree Moderately";"Agree Strongly";"Agree Moderately";"Agree Slightly";"Prefer Not To Answer";"Prefer Not To Answer";"No";"High Experience";"No";"Male";"Full Professor"
"506";"1980-01-01 00:00:00";"2";"en";"1603739049";"Dvkzj42CeKbvPzN";"Agree Slightly";"Agree Moderately";"Disagree Slightly";"Agree Slightly";"Disagree Moderately";"Prefer Not To Answer";"Disagree Slightly";"No";"Medium Experience";"No";"Female";"Prefer Not To Answer"
"507";"1980-01-01 00:00:00";"2";"en";"844024795";"LAwgfa51QQebRXk";"Agree Moderately";"Prefer Not To Answer";"Prefer Not To Answer";"Prefer Not To Answer";"Prefer Not To Answer";"Prefer Not To Answer";"Prefer Not To Answer";"Yes";"High Experience";"Yes";"Male";"Associate Professor"
"508";"1980-01-01 00:00:00";"2";"en";"1232900499";"dtI4j8a6Ej30K4z";"Agree Slightly";"Agree Moderately";"Agree Strongly";"Agree Strongly";"Disagree Moderately";"Agree Strongly";"Agree Slightly";"Yes";"Low Experience";"Yes";"Male";"PostDoctoral"
"510";"1980-01-01 00:00:00";"2";"en";"546342286";"G5aClwq9ilNZaxN";"Agree Moderately";"Agree Moderately";"Agree Slightly";"Agree Moderately";"Agree Moderately";"Agree Strongly";"Agree Moderately";"Yes";"High Experience";"Yes";"Male";"Associate Professor"
"511";"1980-01-01 00:00:00";"2";"en";"1228198576";"gbyRw0dxbQT0XDe";"Agree Strongly";"Agree Moderately";"Disagree Moderately";"Agree Moderately";"Agree Moderately";"Disagree Slightly";"Disagree Slightly";"Yes";"High Experience";"Yes";"Male";"Full Professor"
"513";"1980-01-01 00:00:00";"2";"en";"766129052";"gSU0mFLnJFXyKjD";"Agree Moderately";"Agree Moderately";"Agree Slightly";"Agree Slightly";"Disagree Slightly";"Disagree Slightly";"Disagree Slightly";"Yes";"Medium Experience";"Yes";"Female";"Full Professor"
"514";"1980-01-01 00:00:00";"2";"en";"1693749525";"RRWQvyoXjsDnofX";"Agree Strongly";"Agree Strongly";"Agree Strongly";"Agree Strongly";"Agree Moderately";"Agree Moderately";"Agree Slightly";"Yes";"High Experience";"Yes";"Male";"Full Professor"
"515";"1980-01-01 00:00:00";"2";"en";"1967245128";"yjtZFcUNzWShSpA";"Agree Strongly";"Agree Strongly";"Agree Moderately";"Agree Slightly";"Agree Slightly";"Prefer Not To Answer";"Agree Slightly";"Yes";"High Experience";"Yes";"Male";"Full Professor"
"516";"1980-01-01 00:00:00";"2";"en";"639159757";"r83oLIIo0yq5GCz";"Agree Moderately";"Agree Moderately";"Agree Slightly";"Prefer Not To Answer";"Disagree Strongly";"Prefer Not To Answer";"Agree Moderately";"No";"Medium Experience";"No";"Male";"Assistant Professor"
"517";"1980-01-01 00:00:00";"2";"en";"1611011523";"7maILNsIsG8FRmD";"Agree Strongly";"Agree Slightly";"Disagree Strongly";"Agree Slightly";"Agree Moderately";"Disagree Slightly";"Agree Slightly";"Yes";"High Experience";"Yes";"Prefer Not To Answer";"Full Professor"
"518";"1980-01-01 00:00:00";"2";"en";"806884536";"UZvR2genqhzNBMc";"Agree Strongly";"Agree Moderately";"Agree Moderately";"Agree Moderately";"Agree Slightly";"Prefer Not To Answer";"Prefer Not To Answer";"Yes";"Low Experience";"Yes";"Prefer Not To Answer";"PostDoctoral"
"519";"1980-01-01 00:00:00";"2";"en";"350845808";"ZzaEW9EwTe5NbUY";"Agree Moderately";"Agree Moderately";"Agree Moderately";"Agree Slightly";"Agree Moderately";"Disagree Moderately";"Prefer Not To Answer";"No";"Medium Experience";"No";"Female";"Research Associate"
"521";"1980-01-01 00:00:00";"2";"en";"991717331";"Kav0onMYVRvgzNi";"Agree Slightly";"Prefer Not To Answer";"Agree Moderately";"Agree Slightly";"Agree Slightly";"Prefer Not To Answer";"Agree Slightly";"Yes";"High Experience";"Yes";"Male";"Assistant Professor"
"523";"1980-01-01 00:00:00";"2";"en";"1852578452";"L9W8BDt4IK4oWYl";"Disagree Moderately";"Prefer Not To Answer";"Disagree Moderately";"Disagree Moderately";"Agree Strongly";"Disagree Strongly";"Prefer Not To Answer";"Yes";"High Experience";"Yes";"Female";"Assistant Professor"
"526";"1980-01-01 00:00:00";"2";"en";"233841002";"bT7cXAWibhrcPsp";"Agree Strongly";"Prefer Not To Answer";"Agree Moderately";"Agree Strongly";"Agree Moderately";"Agree Strongly";"Prefer Not To Answer";"Yes";"High Experience";"No";"Male";"Prefer Not To Answer"
"527";"1980-01-01 00:00:00";"2";"en";"2110396609";"AhCaL98SyI3zVXw";"Agree Strongly";"Agree Moderately";"Agree Strongly";"Agree Strongly";"Agree Moderately";"Agree Strongly";"Agree Moderately";"Yes";"Medium Experience";"Yes";"Male";"PostDoctoral"
"529";"1980-01-01 00:00:00";"2";"en";"1924088287";"IzuECBpDvgrcn2b";"Agree Strongly";"Agree Moderately";"Agree Moderately";"Agree Moderately";"Agree Moderately";"Prefer Not To Answer";"Agree Slightly";"No";"Low Experience";"No";"Female";"Assistant Professor"
"530";"1980-01-01 00:00:00";"2";"en";"1372543485";"HGgEwsGUnkgdu2R";"Agree Moderately";"Agree Moderately";"Agree Strongly";"Disagree Strongly";"Disagree Strongly";"Prefer Not To Answer";"Agree Strongly";"No";"Medium Experience";"Yes";"Male";"Associate Professor"
"531";"1980-01-01 00:00:00";"2";"en";"1612044777";"U6fqB8OobrS81hA";"Agree Strongly";"Agree Slightly";"Agree Slightly";"Agree Slightly";"Disagree Slightly";"Agree Slightly";"Agree Slightly";"Yes";"High Experience";"Yes";"Male";"Assistant Professor"
"535";"1980-01-01 00:00:00";"2";"en";"260561386";"LTxnffXHzM3Ytjo";"Agree Strongly";"Agree Moderately";"Agree Slightly";"Agree Slightly";"Disagree Slightly";"Disagree Slightly";"Agree Slightly";"No";"Medium Experience";"Yes";"Female";"Associate Professor"
"536";"1980-01-01 00:00:00";"2";"en";"1277113499";"oag9PPpwYsMMe4U";"Agree Strongly";"Agree Moderately";"Agree Strongly";"Agree Strongly";"Agree Strongly";"Prefer Not To Answer";"Agree Strongly";"Yes";"Medium Experience";"Yes";"Male";"PostDoctoral"
"539";"1980-01-01 00:00:00";"2";"en";"790411110";"3DeY0jFGoiA5oBK";"Agree Moderately";"Agree Strongly";"Disagree Slightly";"Agree Slightly";"Agree Slightly";"Disagree Slightly";"Agree Slightly";"Yes";"High Experience";"Yes";"Male";"Associate Professor"
"540";"1980-01-01 00:00:00";"2";"en";"342090355";"Ez6mMC8XDJFzJs8";"Agree Strongly";"Agree Slightly";"Agree Strongly";"Agree Slightly";"Agree Slightly";"Agree Moderately";"Disagree Strongly";"Yes";"High Experience";"Yes";"Male";"Full Professor"
"545";"1980-01-01 00:00:00";"2";"en";"1883945116";"aNmN4lzBG24747M";"Agree Strongly";"Agree Moderately";"Agree Strongly";"Agree Strongly";"Agree Moderately";"Disagree Slightly";"Disagree Slightly";"No";"Medium Experience";"Yes";"Female";"Lecturer"
"546";"1980-01-01 00:00:00";"2";"en";"1795619500";"zHfzkKmmNtZo9yk";"Agree Strongly";"Agree Slightly";"Agree Moderately";"Agree Slightly";"Agree Slightly";"Prefer Not To Answer";"Disagree Moderately";"Yes";"High Experience";"Yes";"Male";"Full Professor"
"547";"1980-01-01 00:00:00";"2";"en";"526353065";"gK2ZGjka8Fw80zi";"Agree Moderately";"Agree Slightly";"Agree Moderately";"Agree Moderately";"Agree Moderately";"Agree Strongly";"Agree Strongly";"Yes";"Medium Experience";"Yes";"Female";"Lecturer"
"549";"1980-01-01 00:00:00";"2";"en";"885153443";"qTe1rR7VMNPmL35";"Disagree Slightly";"Agree Moderately";"Disagree Strongly";"Disagree Slightly";"Disagree Moderately";"Disagree Moderately";"Disagree Moderately";"No";"High Experience";"No";"Male";"Full Professor"
"550";"1980-01-01 00:00:00";"2";"en";"1272428998";"jur0N1v4VPeBX26";"Agree Moderately";"Agree Moderately";"Agree Slightly";"Agree Moderately";"Agree Slightly";"Disagree Slightly";"Disagree Slightly";"Yes";"High Experience";"Yes";"Male";"Full Professor"
"551";"1980-01-01 00:00:00";"2";"en";"1591699409";"d9YkMNSo5UaeI6U";"Agree Strongly";"Disagree Moderately";"Agree Slightly";"Agree Moderately";"Agree Slightly";"Agree Moderately";"Agree Slightly";"Yes";"High Experience";"Yes";"Male";"Full Professor"
"554";"1980-01-01 00:00:00";"2";"en";"835996035";"lWQefLnheRoz3o1";"Agree Moderately";"Disagree Moderately";"Agree Strongly";"Agree Moderately";"Agree Slightly";"Agree Moderately";"Agree Moderately";"Yes";"Medium Experience";"Yes";"Male";"Associate Professor"
"555";"1980-01-01 00:00:00";"2";"en";"1017512895";"KaPgEXuW9LW5R8J";"Agree Slightly";"Agree Moderately";"Agree Slightly";"Agree Slightly";"Agree Slightly";"Agree Strongly";"Agree Moderately";"Yes";"High Experience";"Yes";"Male";"Full Professor"
"556";"1980-01-01 00:00:00";"2";"en";"1794674395";"EDg5Nmpr5s0ak7b";"Prefer Not To Answer";"Prefer Not To Answer";"Prefer Not To Answer";"Prefer Not To Answer";"Prefer Not To Answer";"Prefer Not To Answer";"Prefer Not To Answer";"Yes";"High Experience";"Yes";"Male";"Full Professor"
"557";"1980-01-01 00:00:00";"2";"en";"172229430";"jEUth0BvMVr9jUU";"Agree Strongly";"Agree Slightly";"Agree Slightly";"Disagree Slightly";"Disagree Slightly";"Prefer Not To Answer";"Agree Slightly";"Yes";"Medium Experience";"Yes";"Female";"Research Associate"
"560";"1980-01-01 00:00:00";"2";"en";"1912429467";"qPegehZvGRJOyih";"Agree Moderately";"Disagree Slightly";"Agree Slightly";"Agree Slightly";"Agree Slightly";"Prefer Not To Answer";"Prefer Not To Answer";"Yes";"Medium Experience";"Yes";"Female";"Lecturer"
"561";"1980-01-01 00:00:00";"2";"en";"167452854";"QuMFoB2zz6ftWwK";"Agree Strongly";"Agree Moderately";"Agree Moderately";"Agree Strongly";"Agree Strongly";"Agree Moderately";"Agree Moderately";"Yes";"High Experience";"Yes";"Male";"Full Professor"
"562";"1980-01-01 00:00:00";"2";"en";"421206592";"ims9Qznu1AQxmNf";"Agree Strongly";"Agree Slightly";"Agree Slightly";"Agree Strongly";"Agree Strongly";"Disagree Strongly";"Agree Slightly";"Yes";"High Experience";"Yes";"Male";"Full Professor"
"566";"1980-01-01 00:00:00";"2";"en";"1861601375";"oobdVUHkigFa7h5";"Agree Strongly";"Agree Strongly";"Agree Strongly";"Agree Moderately";"Agree Strongly";"Prefer Not To Answer";"Agree Strongly";"No";"Medium Experience";"No";"Female";"Research Associate"
"567";"1980-01-01 00:00:00";"2";"en";"2100345172";"VTT8YWchFemLJv3";"Agree Strongly";"Agree Moderately";"Agree Moderately";"Agree Strongly";"Agree Moderately";"Prefer Not To Answer";"Agree Strongly";"Yes";"High Experience";"Yes";"Male";"Full Professor"
"571";"1980-01-01 00:00:00";"2";"en";"340321474";"vYFRSasoq7povpz";"Agree Moderately";"Agree Moderately";"Agree Slightly";"Agree Moderately";"Agree Moderately";"Agree Slightly";"Agree Slightly";"Yes";"Medium Experience";"Yes";"Male";"PostDoctoral"
"572";"1980-01-01 00:00:00";"2";"en";"898633863";"FykickzxoUTUa7d";"Prefer Not To Answer";"Agree Strongly";"Agree Moderately";"Agree Strongly";"Agree Moderately";"Disagree Slightly";"Prefer Not To Answer";"Yes";"Medium Experience";"No";"Not Listed";"Assistant Professor"
"575";"1980-01-01 00:00:00";"2";"en";"1808736655";"vBLNbZqGujXQ2cx";"Prefer Not To Answer";"Agree Slightly";"Agree Moderately";"Agree Moderately";"Disagree Moderately";"Disagree Slightly";"Agree Slightly";"Yes";"Medium Experience";"Yes";"Female";"Instructor"
"579";"1980-01-01 00:00:00";"2";"en";"1813910234";"kjwgWgTthYNSg8B";"Agree Strongly";"Agree Strongly";"Agree Strongly";"Agree Moderately";"Agree Slightly";"Agree Strongly";"Prefer Not To Answer";"No";"High Experience";"No";"Female";"Full Professor"
"582";"1980-01-01 00:00:00";"2";"en";"1810299619";"1me2pBhKBAOkeOt";"Agree Moderately";"Agree Slightly";"Agree Slightly";"Prefer Not To Answer";"Disagree Slightly";"Prefer Not To Answer";"Prefer Not To Answer";"No";"Low Experience";"Yes";"Male";"Prefer Not To Answer"
"583";"1980-01-01 00:00:00";"2";"en";"161542713";"vr8VJBfzNl8JOO4";"Agree Moderately";"Agree Moderately";"Agree Moderately";"Agree Moderately";"Agree Strongly";"Agree Slightly";"Agree Moderately";"No";"Low Experience";"Yes";"Male";"Associate Professor"
"584";"1980-01-01 00:00:00";"2";"en";"286160438";"A09EZt2bfvf3Zas";"Agree Strongly";"Agree Slightly";"Agree Moderately";"Agree Slightly";"Agree Moderately";"Agree Moderately";"Agree Slightly";"Yes";"Medium Experience";"Yes";"Male";"Research Associate"
"585";"1980-01-01 00:00:00";"2";"en";"1017179131";"ZQztzfavmujDVCb";"Agree Slightly";"Prefer Not To Answer";"Disagree Moderately";"Agree Slightly";"Disagree Slightly";"Agree Strongly";"Disagree Moderately";"Yes";"Medium Experience";"Yes";"Prefer Not To Answer";"Research Associate"
"588";"1980-01-01 00:00:00";"2";"en";"958222091";"lcj9ZitqzaafmGN";"Agree Moderately";"Agree Slightly";"Agree Moderately";"Agree Strongly";"Agree Slightly";"Agree Strongly";"Agree Moderately";"Yes";"Medium Experience";"Yes";"Male";"Assistant Professor"
"589";"1980-01-01 00:00:00";"2";"en";"1294902064";"J4o0zIJahx5GKTs";"Agree Moderately";"Agree Moderately";"Agree Strongly";"Agree Strongly";"Prefer Not To Answer";"Agree Moderately";"Agree Slightly";"No";"Prefer Not To Answer";"Yes";"Male";"PhD. Student"
"590";"1980-01-01 00:00:00";"2";"en";"937911668";"0YX3wAX0EIUxSL1";"Agree Moderately";"Agree Slightly";"Agree Slightly";"Prefer Not To Answer";"Disagree Moderately";"Prefer Not To Answer";"Prefer Not To Answer";"Yes";"Medium Experience";"Yes";"Female";"PostDoctoral"
"591";"1980-01-01 00:00:00";"2";"en";"2102496178";"ro9xyk9tgqQlRLJ";"Agree Strongly";"Agree Slightly";"Agree Slightly";"Agree Slightly";"Agree Moderately";"Agree Slightly";"Agree Strongly";"Yes";"High Experience";"Yes";"Male";"Full Professor"
"593";"1980-01-01 00:00:00";"2";"en";"372790205";"NhpAP30no6QIUID";"Agree Strongly";"Agree Moderately";"Agree Moderately";"Agree Moderately";"Agree Moderately";"Agree Strongly";"Agree Strongly";"Yes";"High Experience";"Yes";"Male";"Full Professor"
"594";"1980-01-01 00:00:00";"2";"en";"1988729284";"i1z5aqcviBJCJW3";"Agree Strongly";"Agree Slightly";"Agree Strongly";"Agree Slightly";"Disagree Moderately";"Disagree Strongly";"Disagree Strongly";"Yes";"High Experience";"Yes";"Male";"PostDoctoral"
"595";"1980-01-01 00:00:00";"2";"en";"1576485257";"VPX2pc3QA7zrSq8";"Agree Moderately";"Agree Moderately";"Agree Moderately";"Agree Slightly";"Agree Slightly";"Agree Slightly";"Prefer Not To Answer";"Yes";"Medium Experience";"Yes";"Female";"Assistant Professor"
"596";"1980-01-01 00:00:00";"2";"en";"1299882807";"ruJ9ymZP7O3daNo";"Prefer Not To Answer";"Disagree Moderately";"Disagree Strongly";"Disagree Strongly";"Disagree Strongly";"Disagree Strongly";"Prefer Not To Answer";"Prefer Not To Answer";"High Experience";"Prefer Not To Answer";"Prefer Not To Answer";"Full Professor"
"597";"1980-01-01 00:00:00";"2";"en";"170825838";"V5P5UzlXfvil0mR";"Agree Slightly";"Agree Slightly";"Agree Moderately";"Agree Moderately";"Agree Moderately";"Disagree Slightly";"Agree Slightly";"Yes";"Medium Experience";"Yes";"Male";"Assistant Professor"
"598";"1980-01-01 00:00:00";"2";"en";"1597703483";"98sabpsPTtdzGPf";"Prefer Not To Answer";"Prefer Not To Answer";"Prefer Not To Answer";"Prefer Not To Answer";"Prefer Not To Answer";"Prefer Not To Answer";"Prefer Not To Answer";"Yes";"Medium Experience";"Prefer Not To Answer";"Prefer Not To Answer";"Lecturer"
"599";"1980-01-01 00:00:00";"2";"en";"642301464";"a3e1EoMuzhnQiln";"Agree Strongly";"Agree Strongly";"Agree Slightly";"Agree Slightly";"Agree Moderately";"Disagree Moderately";"Disagree Moderately";"Yes";"High Experience";"Yes";"Male";"Associate Professor"
"600";"1980-01-01 00:00:00";"2";"en";"2146977323";"vmjoRw5LkLy3bdl";"Agree Slightly";"Agree Slightly";"Agree Moderately";"Agree Moderately";"Agree Slightly";"Agree Slightly";"Agree Moderately";"Yes";"Medium Experience";"No";"Male";"PostDoctoral"
